Date,Time,Trade No.,Type,Instrument,Price,Quantity,Value,Effect,Fees
2025/08/01 00:00:00,11:00:00 PM GMT+3,76,expiration,AAPL $185 put exp. 8/1/2025,0.0,1,0,debit,0.0
2025/08/01 00:00:00,11:00:00 PM GMT+3,77,expiration,AAPL $185 put exp. 8/1/2025,0.0,1,0,debit,0.0
2025/08/01 00:00:00,11:00:00 PM GMT+3,78,expiration,AAPL $190 put exp. 8/1/2025,0.0,1,0,debit,0.0
2025/08/01 00:00:00,11:00:00 PM GMT+3,79,expiration,AAPL $190 put exp. 8/1/2025,0.0,1,0,debit,0.0
2025/08/04 00:00:00,10:45:00 PM GMT+3,108,sell to open,AAPL $190 put exp. 9/19/2025,317.0,1,317,credit,1.142
2025/08/05 00:00:00,10:45:00 PM GMT+3,109,sell to open,AAPL $195 put exp. 9/19/2025,425.0,1,425,credit,1.142
2025/08/06 00:00:00,10:45:00 PM GMT+3,110,sell to open,AAPL $205 put exp. 9/19/2025,402.0,1,402,credit,1.142
2025/08/07 00:00:00,10:45:00 PM GMT+3,111,sell to open,AAPL $210 put exp. 9/19/2025,360.0,1,360,credit,1.142
2025/08/08 00:00:00,10:45:00 PM GMT+3,112,sell to open,AAPL $220 put exp. 9/19/2025,390.0,1,390,credit,1.142
2025/08/08 00:00:00,11:00:00 PM GMT+3,82,expiration,AAPL $190 put exp. 8/8/2025,0.0,1,0,debit,0.0
2025/08/08 00:00:00,11:00:00 PM GMT+3,83,expiration,AAPL $190 put exp. 8/8/2025,0.0,1,0,debit,0.0
2025/08/11 00:00:00,10:45:00 PM GMT+3,113,sell to open,AAPL $215 put exp. 9/26/2025,327.0,1,327,credit,1.142
2025/08/12 00:00:00,10:45:00 PM GMT+3,114,sell to open,AAPL $220 put exp. 9/26/2025,382.0,1,382,credit,1.142
2025/08/13 00:00:00,10:45:00 PM GMT+3,115,sell to open,AAPL $220 put exp. 9/26/2025,269.0,1,269,credit,1.142
2025/08/14 00:00:00,10:45:00 PM GMT+3,116,sell to open,AAPL $220 put exp. 9/26/2025,277.0,1,277,credit,1.142
2025/08/15 00:00:00,10:45:00 PM GMT+3,117,sell to open,AAPL $220 put exp. 9/26/2025,291.0,1,291,credit,1.142
2025/08/15 00:00:00,11:00:00 PM GMT+3,80,expiration,AAPL $190 put exp. 8/15/2025,0.0,1,0,debit,0.0
2025/08/15 00:00:00,11:00:00 PM GMT+3,81,expiration,AAPL $190 put exp. 8/15/2025,0.0,1,0,debit,0.0
2025/08/15 00:00:00,11:00:00 PM GMT+3,84,expiration,AAPL $195 put exp. 8/15/2025,0.0,1,0,debit,0.0
2025/08/15 00:00:00,11:00:00 PM GMT+3,85,expiration,AAPL $195 put exp. 8/15/2025,0.0,1,0,debit,0.0
2025/08/15 00:00:00,11:00:00 PM GMT+3,86,expiration,AAPL $200 put exp. 8/15/2025,0.0,1,0,debit,0.0
2025/08/15 00:00:00,11:00:00 PM GMT+3,87,expiration,AAPL $205 put exp. 8/15/2025,0.0,1,0,debit,0.0
2025/08/18 00:00:00,10:45:00 PM GMT+3,118,sell to open,AAPL $220 put exp. 9/26/2025,286.0,1,286,credit,1.142
2025/08/19 00:00:00,10:45:00 PM GMT+3,119,sell to open,AAPL $220 put exp. 9/26/2025,305.0,1,305,credit,1.142
2025/08/20 00:00:00,10:45:00 PM GMT+3,120,sell to open,AAPL $215 put exp. 9/26/2025,268.0,1,268,credit,1.142
2025/08/21 00:00:00,10:45:00 PM GMT+3,121,sell to open,AAPL $215 put exp. 10/3/2025,365.0,1,365,credit,1.142
2025/08/22 00:00:00,10:45:00 PM GMT+3,122,sell to open,AAPL $215 put exp. 10/3/2025,255.0,1,255,credit,1.142
2025/08/22 00:00:00,11:00:00 PM GMT+3,88,expiration,AAPL $200 put exp. 8/22/2025,0.0,1,0,debit,0.0
2025/08/22 00:00:00,11:00:00 PM GMT+3,89,expiration,AAPL $200 put exp. 8/22/2025,0.0,1,0,debit,0.0
2025/08/22 00:00:00,11:00:00 PM GMT+3,90,expiration,AAPL $200 put exp. 8/22/2025,0.0,1,0,debit,0.0
2025/08/22 00:00:00,11:00:00 PM GMT+3,91,expiration,AAPL $200 put exp. 8/22/2025,0.0,1,0,debit,0.0
2025/08/22 00:00:00,11:00:00 PM GMT+3,92,expiration,AAPL $200 put exp. 8/22/2025,0.0,1,0,debit,0.0
2025/08/25 00:00:00,10:45:00 PM GMT+3,123,sell to open,AAPL $215 put exp. 10/3/2025,264.0,1,264,credit,1.142
2025/08/26 00:00:00,10:45:00 PM GMT+3,124,sell to open,AAPL $215 put exp. 10/17/2025,320.0,1,320,credit,1.142
2025/08/27 00:00:00,10:45:00 PM GMT+3,125,sell to open,AAPL $220 put exp. 10/17/2025,382.0,1,382,credit,1.142
2025/08/28 00:00:00,10:45:00 PM GMT+3,126,sell to open,AAPL $220 put exp. 10/10/2025,274.0,1,274,credit,1.142
2025/08/29 00:00:00,10:45:00 PM GMT+3,127,sell to open,AAPL $220 put exp. 10/10/2025,276.0,1,276,credit,1.142
2025/08/29 00:00:00,11:00:00 PM GMT+3,93,expiration,AAPL $200 put exp. 8/29/2025,0.0,1,0,debit,0.0
2025/08/29 00:00:00,11:00:00 PM GMT+3,94,expiration,AAPL $200 put exp. 8/29/2025,0.0,1,0,debit,0.0
2025/08/29 00:00:00,11:00:00 PM GMT+3,95,expiration,AAPL $200 put exp. 8/29/2025,0.0,1,0,debit,0.0
2025/08/29 00:00:00,11:00:00 PM GMT+3,96,expiration,AAPL $200 put exp. 8/29/2025,0.0,1,0,debit,0.0
2025/08/29 00:00:00,11:00:00 PM GMT+3,97,expiration,AAPL $200 put exp. 8/29/2025,0.0,1,0,debit,0.0
2025/08/29 00:00:00,11:00:00 PM GMT+3,98,expiration,AAPL $200 put exp. 8/29/2025,0.0,1,0,debit,0.0
2025/08/29 00:00:00,11:00:00 PM GMT+3,99,expiration,AAPL $205 put exp. 8/29/2025,0.0,1,0,debit,0.0
2025/08/29 00:00:00,11:00:00 PM GMT+3,100,expiration,AAPL $205 put exp. 8/29/2025,0.0,1,0,debit,0.0
2025/09/02 00:00:00,10:45:00 PM GMT+3,128,sell to open,AAPL $220 put exp. 10/17/2025,400.0,1,400,credit,1.142
2025/09/03 00:00:00,10:45:00 PM GMT+3,129,sell to open,AAPL $225 put exp. 10/17/2025,286.0,1,286,credit,1.142
2025/09/04 00:00:00,10:45:00 PM GMT+3,130,sell to open,AAPL $225 put exp. 10/17/2025,252.0,1,252,credit,1.142
2025/09/05 00:00:00,10:45:00 PM GMT+3,131,sell to open,AAPL $230 put exp. 10/17/2025,312.0,1,312,credit,1.142
2025/09/05 00:00:00,11:00:00 PM GMT+3,101,expiration,AAPL $205 put exp. 9/5/2025,0.0,1,0,debit,0.0
2025/09/05 00:00:00,11:00:00 PM GMT+3,102,expiration,AAPL $205 put exp. 9/5/2025,0.0,1,0,debit,0.0
2025/09/05 00:00:00,11:00:00 PM GMT+3,103,expiration,AAPL $205 put exp. 9/5/2025,0.0,1,0,debit,0.0
2025/09/08 00:00:00,10:45:00 PM GMT+3,132,sell to open,AAPL $225 put exp. 10/24/2025,280.0,1,280,credit,1.142
2025/09/09 00:00:00,10:45:00 PM GMT+3,133,sell to open,AAPL $220 put exp. 10/24/2025,261.0,1,261,credit,1.142
2025/09/10 00:00:00,10:45:00 PM GMT+3,134,sell to open,AAPL $215 put exp. 10/24/2025,315.0,1,315,credit,1.142
2025/09/11 00:00:00,10:45:00 PM GMT+3,135,sell to open,AAPL $220 put exp. 10/24/2025,301.0,1,301,credit,1.142
2025/09/12 00:00:00,10:45:00 PM GMT+3,136,sell to open,AAPL $220 put exp. 10/24/2025,233.0,1,233,credit,1.142
2025/09/12 00:00:00,11:00:00 PM GMT+3,106,expiration,AAPL $200 put exp. 9/12/2025,0.0,1,0,debit,0.0
2025/09/12 00:00:00,11:00:00 PM GMT+3,107,expiration,AAPL $190 put exp. 9/12/2025,0.0,1,0,debit,0.0
2025/09/15 00:00:00,10:45:00 PM GMT+3,137,sell to open,AAPL $225 put exp. 10/31/2025,410.0,1,410,credit,1.142
2025/09/16 00:00:00,10:45:00 PM GMT+3,138,sell to open,AAPL $225 put exp. 10/31/2025,330.0,1,330,credit,1.142
2025/09/17 00:00:00,10:45:00 PM GMT+3,139,sell to open,AAPL $225 put exp. 10/31/2025,315.0,1,315,credit,1.142
2025/09/18 00:00:00,10:45:00 PM GMT+3,140,sell to open,AAPL $225 put exp. 10/31/2025,335.0,1,335,credit,1.142
2025/09/19 00:00:00,10:45:00 PM GMT+3,141,sell to open,AAPL $235 put exp. 10/31/2025,412.0,1,412,credit,1.142
2025/09/19 00:00:00,11:00:00 PM GMT+3,104,expiration,AAPL $200 put exp. 9/19/2025,0.0,1,0,debit,0.0
2025/09/19 00:00:00,11:00:00 PM GMT+3,105,expiration,AAPL $200 put exp. 9/19/2025,0.0,1,0,debit,0.0
2025/09/19 00:00:00,11:00:00 PM GMT+3,108,expiration,AAPL $190 put exp. 9/19/2025,0.0,1,0,debit,0.0
2025/09/19 00:00:00,11:00:00 PM GMT+3,109,expiration,AAPL $195 put exp. 9/19/2025,0.0,1,0,debit,0.0
2025/09/19 00:00:00,11:00:00 PM GMT+3,110,expiration,AAPL $205 put exp. 9/19/2025,0.0,1,0,debit,0.0
2025/09/19 00:00:00,11:00:00 PM GMT+3,111,expiration,AAPL $210 put exp. 9/19/2025,0.0,1,0,debit,0.0
2025/09/19 00:00:00,11:00:00 PM GMT+3,112,expiration,AAPL $220 put exp. 9/19/2025,0.0,1,0,debit,0.0
2025/09/22 00:00:00,10:45:00 PM GMT+3,142,sell to open,AAPL $245 put exp. 10/31/2025,425.0,1,425,credit,1.142
2025/09/23 00:00:00,10:45:00 PM GMT+3,143,sell to open,AAPL $240 put exp. 10/31/2025,340.0,1,340,credit,1.142
2025/09/24 00:00:00,10:45:00 PM GMT+3,144,sell to open,AAPL $240 put exp. 10/31/2025,375.0,1,375,credit,1.142
2025/09/25 00:00:00,10:45:00 PM GMT+3,145,sell to open,AAPL $245 put exp. 11/7/2025,497.0,1,497,credit,1.142
2025/09/26 00:00:00,10:45:00 PM GMT+3,146,sell to open,AAPL $240 put exp. 11/7/2025,335.0,1,335,credit,1.142
2025/09/26 00:00:00,11:00:00 PM GMT+3,113,expiration,AAPL $215 put exp. 9/26/2025,0.0,1,0,debit,0.0
2025/09/26 00:00:00,11:00:00 PM GMT+3,114,expiration,AAPL $220 put exp. 9/26/2025,0.0,1,0,debit,0.0
2025/09/26 00:00:00,11:00:00 PM GMT+3,115,expiration,AAPL $220 put exp. 9/26/2025,0.0,1,0,debit,0.0
2025/09/26 00:00:00,11:00:00 PM GMT+3,116,expiration,AAPL $220 put exp. 9/26/2025,0.0,1,0,debit,0.0
2025/09/26 00:00:00,11:00:00 PM GMT+3,117,expiration,AAPL $220 put exp. 9/26/2025,0.0,1,0,debit,0.0
2025/09/26 00:00:00,11:00:00 PM GMT+3,118,expiration,AAPL $220 put exp. 9/26/2025,0.0,1,0,debit,0.0
2025/09/26 00:00:00,11:00:00 PM GMT+3,119,expiration,AAPL $220 put exp. 9/26/2025,0.0,1,0,debit,0.0
2025/09/26 00:00:00,11:00:00 PM GMT+3,120,expiration,AAPL $215 put exp. 9/26/2025,0.0,1,0,debit,0.0
2025/09/29 00:00:00,10:45:00 PM GMT+3,147,sell to open,AAPL $240 put exp. 11/7/2025,325.0,1,325,credit,1.142
2025/09/30 00:00:00,10:45:00 PM GMT+3,148,sell to open,AAPL $240 put exp. 11/21/2025,410.0,1,410,credit,1.142
2025/10/01 00:00:00,10:45:00 PM GMT+3,149,sell to open,AAPL $245 put exp. 11/21/2025,517.0,1,517,credit,1.142
2025/10/02 00:00:00,10:45:00 PM GMT+3,150,sell to open,AAPL $245 put exp. 11/14/2025,410.0,1,410,credit,1.142
2025/10/03 00:00:00,10:45:00 PM GMT+3,151,sell to open,AAPL $245 put exp. 11/14/2025,382.0,1,382,credit,1.142
2025/10/03 00:00:00,11:00:00 PM GMT+3,121,expiration,AAPL $215 put exp. 10/3/2025,0.0,1,0,debit,0.0
2025/10/03 00:00:00,11:00:00 PM GMT+3,122,expiration,AAPL $215 put exp. 10/3/2025,0.0,1,0,debit,0.0
2025/10/03 00:00:00,11:00:00 PM GMT+3,123,expiration,AAPL $215 put exp. 10/3/2025,0.0,1,0,debit,0.0
2025/10/06 00:00:00,10:45:00 PM GMT+3,152,sell to open,AAPL $245 put exp. 11/21/2025,460.0,1,460,credit,1.142
2025/10/07 00:00:00,10:45:00 PM GMT+3,153,sell to open,AAPL $245 put exp. 11/21/2025,445.0,1,445,credit,1.142
2025/10/08 00:00:00,10:45:00 PM GMT+3,154,sell to open,AAPL $245 put exp. 11/21/2025,395.0,1,395,credit,1.142
2025/10/09 00:00:00,10:45:00 PM GMT+3,155,sell to open,AAPL $240 put exp. 11/21/2025,380.0,1,380,credit,1.142
2025/10/10 00:00:00,10:45:00 PM GMT+3,156,sell to open,AAPL $235 put exp. 11/21/2025,497.0,1,497,credit,1.142
2025/10/10 00:00:00,11:00:00 PM GMT+3,126,expiration,AAPL $220 put exp. 10/10/2025,0.0,1,0,debit,0.0
2025/10/10 00:00:00,11:00:00 PM GMT+3,127,expiration,AAPL $220 put exp. 10/10/2025,0.0,1,0,debit,0.0
2025/10/13 00:00:00,10:45:00 PM GMT+3,157,sell to open,AAPL $235 put exp. 11/28/2025,420.0,1,420,credit,1.142
2025/10/14 00:00:00,10:45:00 PM GMT+3,158,sell to open,AAPL $235 put exp. 11/28/2025,457.0,1,457,credit,1.142
2025/10/15 00:00:00,10:45:00 PM GMT+3,159,sell to open,AAPL $235 put exp. 11/28/2025,402.0,1,402,credit,1.142
2025/10/16 00:00:00,10:45:00 PM GMT+3,160,sell to open,AAPL $235 put exp. 11/28/2025,495.0,1,495,credit,1.142
2025/10/17 00:00:00,10:45:00 PM GMT+3,161,sell to open,AAPL $240 put exp. 11/28/2025,427.0,1,427,credit,1.142
2025/10/17 00:00:00,11:00:00 PM GMT+3,124,expiration,AAPL $215 put exp. 10/17/2025,0.0,1,0,debit,0.0
2025/10/17 00:00:00,11:00:00 PM GMT+3,125,expiration,AAPL $220 put exp. 10/17/2025,0.0,1,0,debit,0.0
2025/10/17 00:00:00,11:00:00 PM GMT+3,128,expiration,AAPL $220 put exp. 10/17/2025,0.0,1,0,debit,0.0
2025/10/17 00:00:00,11:00:00 PM GMT+3,129,expiration,AAPL $225 put exp. 10/17/2025,0.0,1,0,debit,0.0
2025/10/17 00:00:00,11:00:00 PM GMT+3,130,expiration,AAPL $225 put exp. 10/17/2025,0.0,1,0,debit,0.0
2025/10/17 00:00:00,11:00:00 PM GMT+3,131,expiration,AAPL $230 put exp. 10/17/2025,0.0,1,0,debit,0.0
2025/10/20 00:00:00,10:45:00 PM GMT+3,162,sell to open,AAPL $250 put exp. 11/28/2025,410.0,1,410,credit,1.142
2025/10/21 00:00:00,10:45:00 PM GMT+3,163,sell to open,AAPL $250 put exp. 11/28/2025,395.0,1,395,credit,1.142
2025/10/22 00:00:00,10:45:00 PM GMT+3,164,sell to open,AAPL $245 put exp. 11/28/2025,410.0,1,410,credit,1.142
2025/10/23 00:00:00,10:45:00 PM GMT+3,165,sell to open,AAPL $245 put exp. 12/5/2025,292.0,1,292,credit,1.142
2025/10/24 00:00:00,10:45:00 PM GMT+3,166,sell to open,AAPL $250 put exp. 12/5/2025,377.0,1,377,credit,1.142
2025/10/24 00:00:00,11:00:00 PM GMT+3,132,expiration,AAPL $225 put exp. 10/24/2025,0.0,1,0,debit,0.0
2025/10/24 00:00:00,11:00:00 PM GMT+3,133,expiration,AAPL $220 put exp. 10/24/2025,0.0,1,0,debit,0.0
2025/10/24 00:00:00,11:00:00 PM GMT+3,134,expiration,AAPL $215 put exp. 10/24/2025,0.0,1,0,debit,0.0
2025/10/24 00:00:00,11:00:00 PM GMT+3,135,expiration,AAPL $220 put exp. 10/24/2025,0.0,1,0,debit,0.0
2025/10/24 00:00:00,11:00:00 PM GMT+3,136,expiration,AAPL $220 put exp. 10/24/2025,0.0,1,0,debit,0.0
2025/10/27 00:00:00,9:45:00 PM GMT+2,167,sell to open,AAPL $255 put exp. 12/5/2025,400.0,1,400,credit,1.142
2025/10/28 00:00:00,9:45:00 PM GMT+2,168,sell to open,AAPL $255 put exp. 12/19/2025,440.0,1,440,credit,1.142
2025/10/29 00:00:00,9:45:00 PM GMT+2,169,sell to open,AAPL $255 put exp. 12/19/2025,435.0,1,435,credit,1.142
2025/10/30 00:00:00,9:45:00 PM GMT+2,170,sell to open,AAPL $260 put exp. 12/12/2025,460.0,1,460,credit,1.142
2025/10/31 00:00:00,9:45:00 PM GMT+2,171,sell to open,AAPL $260 put exp. 12/12/2025,370.0,1,370,credit,1.142
2025/10/31 00:00:00,10:00:00 PM GMT+2,137,expiration,AAPL $225 put exp. 10/31/2025,0.0,1,0,debit,0.0
2025/10/31 00:00:00,10:00:00 PM GMT+2,138,expiration,AAPL $225 put exp. 10/31/2025,0.0,1,0,debit,0.0
2025/10/31 00:00:00,10:00:00 PM GMT+2,139,expiration,AAPL $225 put exp. 10/31/2025,0.0,1,0,debit,0.0
2025/10/31 00:00:00,10:00:00 PM GMT+2,140,expiration,AAPL $225 put exp. 10/31/2025,0.0,1,0,debit,0.0
2025/10/31 00:00:00,10:00:00 PM GMT+2,141,expiration,AAPL $235 put exp. 10/31/2025,0.0,1,0,debit,0.0
2025/10/31 00:00:00,10:00:00 PM GMT+2,142,expiration,AAPL $245 put exp. 10/31/2025,0.0,1,0,debit,0.0
2025/10/31 00:00:00,10:00:00 PM GMT+2,143,expiration,AAPL $240 put exp. 10/31/2025,0.0,1,0,debit,0.0
2025/10/31 00:00:00,10:00:00 PM GMT+2,144,expiration,AAPL $240 put exp. 10/31/2025,0.0,1,0,debit,0.0
2025/11/03 00:00:00,10:45:00 PM GMT+2,172,sell to open,AAPL $255 put exp. 12/19/2025,375.0,1,375,credit,1.142
2025/11/04 00:00:00,10:45:00 PM GMT+2,173,sell to open,AAPL $255 put exp. 12/19/2025,330.0,1,330,credit,1.142
2025/11/05 00:00:00,10:45:00 PM GMT+2,174,sell to open,AAPL $255 put exp. 12/19/2025,330.0,1,330,credit,1.142
2025/11/06 00:00:00,10:45:00 PM GMT+2,175,sell to open,AAPL $255 put exp. 12/19/2025,317.0,1,317,credit,1.142
2025/11/07 00:00:00,10:45:00 PM GMT+2,176,sell to open,AAPL $255 put exp. 12/19/2025,360.0,1,360,credit,1.142
2025/11/07 00:00:00,11:00:00 PM GMT+2,145,expiration,AAPL $245 put exp. 11/7/2025,0.0,1,0,debit,0.0
2025/11/07 00:00:00,11:00:00 PM GMT+2,146,expiration,AAPL $240 put exp. 11/7/2025,0.0,1,0,debit,0.0
2025/11/07 00:00:00,11:00:00 PM GMT+2,147,expiration,AAPL $240 put exp. 11/7/2025,0.0,1,0,debit,0.0
2025/11/10 00:00:00,10:45:00 PM GMT+2,177,sell to open,AAPL $255 put exp. 12/26/2025,340.0,1,340,credit,1.142
2025/11/11 00:00:00,10:45:00 PM GMT+2,178,sell to open,AAPL $260 put exp. 12/26/2025,294.0,1,294,credit,1.142
2025/11/12 00:00:00,10:45:00 PM GMT+2,179,sell to open,AAPL $260 put exp. 12/26/2025,327.0,1,327,credit,1.142
2025/11/13 00:00:00,10:45:00 PM GMT+2,180,sell to open,AAPL $260 put exp. 12/26/2025,380.0,1,380,credit,1.142
2025/11/14 00:00:00,10:45:00 PM GMT+2,181,sell to open,AAPL $260 put exp. 12/26/2025,357.0,1,357,credit,1.142
2025/11/14 00:00:00,11:00:00 PM GMT+2,150,expiration,AAPL $245 put exp. 11/14/2025,0.0,1,0,debit,0.0
2025/11/14 00:00:00,11:00:00 PM GMT+2,151,expiration,AAPL $245 put exp. 11/14/2025,0.0,1,0,debit,0.0
2025/11/17 00:00:00,10:45:00 PM GMT+2,182,sell to open,AAPL $255 put exp. 1/2/2026,435.0,1,435,credit,1.142
2025/11/18 00:00:00,10:45:00 PM GMT+2,183,sell to open,AAPL $255 put exp. 1/2/2026,412.0,1,412,credit,1.142
2025/11/19 00:00:00,10:45:00 PM GMT+2,184,sell to open,AAPL $255 put exp. 1/2/2026,362.0,1,362,credit,1.142
2025/11/20 00:00:00,10:45:00 PM GMT+2,185,sell to open,AAPL $255 put exp. 1/2/2026,457.0,1,457,credit,1.142
2025/11/21 00:00:00,10:45:00 PM GMT+2,186,sell to open,AAPL $260 put exp. 1/2/2026,425.0,1,425,credit,1.142
2025/11/21 00:00:00,11:00:00 PM GMT+2,148,expiration,AAPL $240 put exp. 11/21/2025,0.0,1,0,debit,0.0
2025/11/21 00:00:00,11:00:00 PM GMT+2,149,expiration,AAPL $245 put exp. 11/21/2025,0.0,1,0,debit,0.0
2025/11/21 00:00:00,11:00:00 PM GMT+2,152,expiration,AAPL $245 put exp. 11/21/2025,0.0,1,0,debit,0.0
2025/11/21 00:00:00,11:00:00 PM GMT+2,153,expiration,AAPL $245 put exp. 11/21/2025,0.0,1,0,debit,0.0
2025/11/21 00:00:00,11:00:00 PM GMT+2,154,expiration,AAPL $245 put exp. 11/21/2025,0.0,1,0,debit,0.0
2025/11/21 00:00:00,11:00:00 PM GMT+2,155,expiration,AAPL $240 put exp. 11/21/2025,0.0,1,0,debit,0.0
2025/11/21 00:00:00,11:00:00 PM GMT+2,156,expiration,AAPL $235 put exp. 11/21/2025,0.0,1,0,debit,0.0
2025/11/24 00:00:00,10:45:00 PM GMT+2,187,sell to open,AAPL $265 put exp. 1/2/2026,360.0,1,360,credit,1.142
2025/11/25 00:00:00,10:45:00 PM GMT+2,188,sell to open,AAPL $265 put exp. 1/16/2026,437.0,1,437,credit,1.142
2025/11/26 00:00:00,10:45:00 PM GMT+2,189,sell to open,AAPL $265 put exp. 1/9/2026,295.0,1,295,credit,1.142
2025/11/28 00:00:00,10:45:00 PM GMT+2,190,sell to open,AAPL $265 put exp. 1/9/2026,323.0,1,323,credit,1.142
2025/11/28 00:00:00,11:00:00 PM GMT+2,157,expiration,AAPL $235 put exp. 11/28/2025,0.0,1,0,debit,0.0
2025/11/28 00:00:00,11:00:00 PM GMT+2,158,expiration,AAPL $235 put exp. 11/28/2025,0.0,1,0,debit,0.0
2025/11/28 00:00:00,11:00:00 PM GMT+2,159,expiration,AAPL $235 put exp. 11/28/2025,0.0,1,0,debit,0.0
2025/11/28 00:00:00,11:00:00 PM GMT+2,160,expiration,AAPL $235 put exp. 11/28/2025,0.0,1,0,debit,0.0
2025/11/28 00:00:00,11:00:00 PM GMT+2,161,expiration,AAPL $240 put exp. 11/28/2025,0.0,1,0,debit,0.0
2025/11/28 00:00:00,11:00:00 PM GMT+2,162,expiration,AAPL $250 put exp. 11/28/2025,0.0,1,0,debit,0.0
2025/11/28 00:00:00,11:00:00 PM GMT+2,163,expiration,AAPL $250 put exp. 11/28/2025,0.0,1,0,debit,0.0
2025/11/28 00:00:00,11:00:00 PM GMT+2,164,expiration,AAPL $245 put exp. 11/28/2025,0.0,1,0,debit,0.0
2025/12/01 00:00:00,10:45:00 PM GMT+2,191,sell to open,AAPL $270 put exp. 1/16/2026,370.0,1,370,credit,1.142
2025/12/02 00:00:00,10:45:00 PM GMT+2,192,sell to open,AAPL $270 put exp. 1/16/2026,282.0,1,282,credit,1.142
2025/12/03 00:00:00,10:45:00 PM GMT+2,193,sell to open,AAPL $270 put exp. 1/16/2026,305.0,1,305,credit,1.142
2025/12/04 00:00:00,10:45:00 PM GMT+2,194,sell to open,AAPL $265 put exp. 1/16/2026,275.0,1,275,credit,1.142
2025/12/05 00:00:00,10:45:00 PM GMT+2,195,sell to open,AAPL $265 put exp. 1/16/2026,264.0,1,264,credit,1.142
2025/12/05 00:00:00,11:00:00 PM GMT+2,165,expiration,AAPL $245 put exp. 12/5/2025,0.0,1,0,debit,0.0
2025/12/05 00:00:00,11:00:00 PM GMT+2,166,expiration,AAPL $250 put exp. 12/5/2025,0.0,1,0,debit,0.0
2025/12/05 00:00:00,11:00:00 PM GMT+2,167,expiration,AAPL $255 put exp. 12/5/2025,0.0,1,0,debit,0.0
2025/12/08 00:00:00,10:45:00 PM GMT+2,196,sell to open,AAPL $265 put exp. 1/23/2026,332.0,1,332,credit,1.142
2025/12/09 00:00:00,10:45:00 PM GMT+2,197,sell to open,AAPL $265 put exp. 1/23/2026,305.0,1,305,credit,1.142
2025/12/10 00:00:00,10:45:00 PM GMT+2,198,sell to open,AAPL $265 put exp. 1/23/2026,261.0,1,261,credit,1.142
2025/12/11 00:00:00,10:45:00 PM GMT+2,199,sell to open,AAPL $265 put exp. 1/23/2026,270.0,1,270,credit,1.142
2025/12/12 00:00:00,10:45:00 PM GMT+2,200,sell to open,AAPL $265 put exp. 1/23/2026,280.0,1,280,credit,1.142
2025/12/12 00:00:00,11:00:00 PM GMT+2,170,expiration,AAPL $260 put exp. 12/12/2025,0.0,1,0,debit,0.0
2025/12/12 00:00:00,11:00:00 PM GMT+2,171,expiration,AAPL $260 put exp. 12/12/2025,0.0,1,0,debit,0.0
2025/12/15 00:00:00,10:45:00 PM GMT+2,201,sell to open,AAPL $260 put exp. 1/30/2026,372.0,1,372,credit,1.142
2025/12/16 00:00:00,10:45:00 PM GMT+2,202,sell to open,AAPL $260 put exp. 1/30/2026,327.0,1,327,credit,1.142
2025/12/17 00:00:00,10:45:00 PM GMT+2,203,sell to open,AAPL $260 put exp. 1/30/2026,365.0,1,365,credit,1.142
2025/12/18 00:00:00,10:45:00 PM GMT+2,204,sell to open,AAPL $260 put exp. 1/30/2026,387.0,1,387,credit,1.142
2025/12/19 00:00:00,10:45:00 PM GMT+2,205,sell to open,AAPL $255 put exp. 1/30/2026,303.0,1,303,credit,1.142
2025/12/19 00:00:00,11:00:00 PM GMT+2,168,expiration,AAPL $255 put exp. 12/19/2025,0.0,1,0,debit,0.0
2025/12/19 00:00:00,11:00:00 PM GMT+2,169,expiration,AAPL $255 put exp. 12/19/2025,0.0,1,0,debit,0.0
2025/12/19 00:00:00,11:00:00 PM GMT+2,172,expiration,AAPL $255 put exp. 12/19/2025,0.0,1,0,debit,0.0
2025/12/19 00:00:00,11:00:00 PM GMT+2,173,expiration,AAPL $255 put exp. 12/19/2025,0.0,1,0,debit,0.0
2025/12/19 00:00:00,11:00:00 PM GMT+2,174,expiration,AAPL $255 put exp. 12/19/2025,0.0,1,0,debit,0.0
2025/12/19 00:00:00,11:00:00 PM GMT+2,175,expiration,AAPL $255 put exp. 12/19/2025,0.0,1,0,debit,0.0
2025/12/19 00:00:00,11:00:00 PM GMT+2,176,expiration,AAPL $255 put exp. 12/19/2025,0.0,1,0,debit,0.0
2025/12/22 00:00:00,10:45:00 PM GMT+2,206,sell to open,AAPL $255 put exp. 1/30/2026,265.0,1,265,credit,1.142
2025/12/23 00:00:00,10:45:00 PM GMT+2,207,sell to open,AAPL $260 put exp. 1/30/2026,315.0,1,315,credit,1.142
2025/12/24 00:00:00,10:45:00 PM GMT+2,208,sell to open,AAPL $260 put exp. 2/6/2026,285.0,1,285,credit,1.142
2025/12/26 00:00:00,10:45:00 PM GMT+2,209,sell to open,AAPL $260 put exp. 2/6/2026,311.0,1,311,credit,1.142
2025/12/26 00:00:00,11:00:00 PM GMT+2,177,expiration,AAPL $255 put exp. 12/26/2025,0.0,1,0,debit,0.0
2025/12/26 00:00:00,11:00:00 PM GMT+2,178,expiration,AAPL $260 put exp. 12/26/2025,0.0,1,0,debit,0.0
2025/12/26 00:00:00,11:00:00 PM GMT+2,179,expiration,AAPL $260 put exp. 12/26/2025,0.0,1,0,debit,0.0
