Date,Time,Trade No.,Type,Instrument,Price,Quantity,Value,Effect,Fees
1/30/2026,11:00:00 PM GMT+2,99,expiration,AAPL $255 put exp. 1/30/2026,0,1,0,debit,0
1/30/2026,11:00:00 PM GMT+2,100,expiration,AAPL $255 put exp. 1/30/2026,0,1,0,debit,0
1/30/2026,11:00:00 PM GMT+2,101,exercise,AAPL $260 put exp. 1/30/2026,0,1,0,debit,5
1/30/2026,11:00:00 PM GMT+2,101,assignment,AAPL shares,260,100,26000,debit,0
1/30/2026,11:00:00 PM GMT+2,101,sell to close,AAPL shares,259.48,100,25948,credit,0
2/6/2026,11:00:00 PM GMT+2,102,expiration,AAPL $260 put exp. 2/6/2026,0,1,0,debit,0
2/6/2026,11:00:00 PM GMT+2,103,expiration,AAPL $260 put exp. 2/6/2026,0,1,0,debit,0
2/6/2026,11:00:00 PM GMT+2,104,expiration,AAPL $260 put exp. 2/6/2026,0,1,0,debit,0
2/13/2026,11:00:00 PM GMT+2,106,exercise,AAPL $260 put exp. 2/13/2026,0,1,0,debit,5
2/13/2026,11:00:00 PM GMT+2,106,assignment,AAPL shares,260,100,26000,debit,0
2/13/2026,11:00:00 PM GMT+2,106,sell to close,AAPL shares,255.78,100,25578,credit,0
2/13/2026,11:00:00 PM GMT+2,107,expiration,AAPL $255 put exp. 2/13/2026,0,1,0,debit,0
2/20/2026,11:00:00 PM GMT+2,105,expiration,AAPL $260 put exp. 2/20/2026,0,1,0,debit,0
2/20/2026,11:00:00 PM GMT+2,108,expiration,AAPL $255 put exp. 2/20/2026,0,1,0,debit,0
2/20/2026,11:00:00 PM GMT+2,109,expiration,AAPL $250 put exp. 2/20/2026,0,1,0,debit,0
2/20/2026,11:00:00 PM GMT+2,110,expiration,AAPL $250 put exp. 2/20/2026,0,1,0,debit,0
2/20/2026,11:00:00 PM GMT+2,111,expiration,AAPL $245 put exp. 2/20/2026,0,1,0,debit,0
2/20/2026,11:00:00 PM GMT+2,112,expiration,AAPL $245 put exp. 2/20/2026,0,1,0,debit,0
